,knee_angle_R,knee_angle_R,knee_angle_L,knee_angle_L,midline_dev,midline_dev
,mean,std,mean,std,mean,std
condicion,,,,,,
con_ortesis,159.92174008866922,32.581187304481105,153.90501095479334,26.000991798674363,56.779761904761905,39.567485834613144
sin_ortesis,164.16389751048865,13.837446264727323,165.28831468635423,12.87126353562379,58.823170731707314,37.21420908367633
